From	Entry
ENSP00000302968	Q9Y6F8
ENSP00000302993	Q6UN15
ENSP00000303015	Q15696
ENSP00000303042	Q8N4X5
ENSP00000303058	Q8N960
ENSP00000303061	Q8WTP9
ENSP00000303077	Q8NHS2
ENSP00000303088	P05423
ENSP00000303092	Q9UF02
ENSP00000303129	Q9HCJ6
ENSP00000303147	P31153
ENSP00000303149	Q9NS67
ENSP00000303153	Q8NFW1
ENSP00000303178	Q9Y6F8
ENSP00000303208	Q8NBP7
ENSP00000303211	P22303
ENSP00000303248	Q9HBX9
ENSP00000303252	Q7Z570
ENSP00000303315	P17275
ENSP00000303316	Q9H5I5
ENSP00000303350	P23469
ENSP00000303351	P05556
ENSP00000303366	Q12907
ENSP00000303398	Q96DY7
ENSP00000303423	P49354
ENSP00000303424	Q13258
ENSP00000303452	P20396
ENSP00000303469	Q9H2C5
ENSP00000303490	Q96MH7
ENSP00000303507	P11274
ENSP00000303511	Q13608
ENSP00000303518	Q8WVL7
ENSP00000303540	P35498
ENSP00000303549	Q96P67
ENSP00000303550	Q9NRR1
ENSP00000303552	Q16134
ENSP00000303570	Q8IV38
ENSP00000303575	Q9BW91
ENSP00000303585	P30622
ENSP00000303634	Q14114
ENSP00000303686	O95665
ENSP00000303696	Q68EA5
ENSP00000303698	P27448
ENSP00000303706	P30304
ENSP00000303727	P36544
ENSP00000303769	Q7Z591
ENSP00000303775	Q8TCW9
ENSP00000303777	Q9BXU2
ENSP00000303830	P06213
ENSP00000303847	P48380
ENSP00000303864	Q8N0Y5
ENSP00000303887	Q8N568
ENSP00000303908	Q6IBS0
ENSP00000303920	Q8WU39
ENSP00000303928	Q92628
ENSP00000303987	A0PJW6
ENSP00000303991	Q04323
ENSP00000303992	Q9BTV4
ENSP00000304004	P55318
ENSP00000304071	Q8WU49
ENSP00000304072	Q8TDD1
ENSP00000304078	Q5T0W9
ENSP00000304102	Q7L5N1
ENSP00000304108	Q6P995
ENSP00000304139	O75526
ENSP00000304147	Q8WXC6
ENSP00000304192	Q96RV3
ENSP00000304198	Q8WWY6
ENSP00000304234	Q9Y5I2
ENSP00000304236	P08571
ENSP00000304247	Q13477
ENSP00000304257	P51795
ENSP00000304290	P11230
ENSP00000304292	Q96NW4
ENSP00000304321	Q9ULK6
ENSP00000304327	Q9NQ92
ENSP00000304331	Q9H4S2
ENSP00000304350	Q6P2Q9
ENSP00000304370	O60508
ENSP00000304401	Q499Z3
ENSP00000304405	O43390
ENSP00000304419	Q9GZK3
ENSP00000304422	Q8NCW0
ENSP00000304429	Q9UNH6
ENSP00000304500	O43861
ENSP00000304505	Q8WXG6
ENSP00000304586	Q6ZW76
ENSP00000304592	P49327
ENSP00000304604	Q5TCQ9
ENSP00000304611	P19320
ENSP00000304669	P35221
ENSP00000304676	Q96SQ7
ENSP00000304689	Q96EK4
ENSP00000304710	Q7Z402
ENSP00000304769	Q7Z7K2
ENSP00000304803	O15226
ENSP00000304822	P07498
ENSP00000304826	P0DTL6
ENSP00000304845	P22309
ENSP00000304895	P35568
ENSP00000304903	O95400
ENSP00000304923	Q86X40
ENSP00000304941	Q96GX1
ENSP00000304945	Q8WZ75
ENSP00000304956	Q10571
ENSP00000304978	Q02241
ENSP00000304987	Q13515
ENSP00000305010	P17677
ENSP00000305027	Q9Y4B5
ENSP00000305077	Q8NDP4
ENSP00000305107	Q8ND71
ENSP00000305133	O75159
ENSP00000305151	Q96N64
ENSP00000305161	Q9BRZ2
ENSP00000305193	Q53T59
ENSP00000305203	Q96MU6
ENSP00000305255	Q9UNK0
ENSP00000305288	Q8NFZ4
ENSP00000305298	Q9BST9
ENSP00000305302	Q695T7
ENSP00000305334	Q8N475
ENSP00000305373	Q8IYI8
ENSP00000305422	P17676
ENSP00000305424	O43749
ENSP00000305426	P50607
ENSP00000305442	P83436
ENSP00000305449	Q8NE01
ENSP00000305459	Q96MW5
ENSP00000305465	Q8N807
ENSP00000305494	Q9BVQ7
ENSP00000305502	Q9H1I8
ENSP00000305503	P37198
ENSP00000305557	Q4VCS5
ENSP00000305560	Q92766
ENSP00000305584	O15527
ENSP00000305608	Q96H22
ENSP00000305613	O14810
ENSP00000305617	P23508
ENSP00000305632	Q9NSB8
ENSP00000305651	P02778
ENSP00000305653	O95202
ENSP00000305675	O95810
ENSP00000305687	P0CG12
ENSP00000305689	P51825
ENSP00000305692	P10253
ENSP00000305696	Q8N0V3
ENSP00000305699	Q86VS8
ENSP00000305714	P13497
ENSP00000305766	Q96LB2
ENSP00000305769	Q15797
ENSP00000305777	Q9HCP0
ENSP00000305790	Q15393
ENSP00000305804	P52739
ENSP00000305815	Q06330
ENSP00000305824	Q9BQ31
ENSP00000305839	Q7Z2K8
ENSP00000305857	Q16637
ENSP00000305858	Q14722
ENSP00000305860	Q14103
ENSP00000305892	Q9BTX3
ENSP00000305899	Q4FZB7
ENSP00000305906	Q5T230
ENSP00000305913	P25067
ENSP00000305918	Q15059
ENSP00000305919	P83105
ENSP00000305922	Q96C11
ENSP00000305924	Q6NUP7
ENSP00000305926	Q8TE49
ENSP00000305941	O75445
ENSP00000305973	P09017
ENSP00000305974	P46721
ENSP00000305976	Q9H0K1
ENSP00000305979	Q96P26
ENSP00000306033	Q8NFH8
ENSP00000306099	P02675
ENSP00000306121	P13497
ENSP00000306123	Q9BWH6
ENSP00000306167	Q16620
ENSP00000306178	Q08AI6
ENSP00000306190	Q13291
ENSP00000306245	P01100
ENSP00000306261	Q8N1N4
ENSP00000306275	O14649
ENSP00000306324	Q6NUJ5
ENSP00000306344	Q86UB9
ENSP00000306362	O75347
ENSP00000306372	P17036
ENSP00000306390	Q9BQR3
ENSP00000306396	Q5TA31
ENSP00000306405	Q7Z403
ENSP00000306459	Q9UBX8
ENSP00000306461	P22528
ENSP00000306477	P43251
ENSP00000306490	P11229
ENSP00000306496	Q9H082
ENSP00000306523	Q96T92
ENSP00000306552	Q96S66
ENSP00000306620	P41586
ENSP00000306625	Q9BZE9
ENSP00000306637	O14715
ENSP00000306662	P35368
ENSP00000306670	Q9BRJ7
ENSP00000306705	Q6N021
ENSP00000306734	Q9Y6P5
ENSP00000306754	Q15784
ENSP00000306757	Q9Y286
ENSP00000306759	Q9UPQ9
ENSP00000306822	Q9NQS1
ENSP00000306844	Q9C0C4
ENSP00000306864	Q6EMK4
ENSP00000306906	Q9P0P0
ENSP00000306920	P16278
ENSP00000306968	Q9BWT1
ENSP00000306983	Q9ULM3
ENSP00000306991	Q92819
ENSP00000306999	Q56NI9
ENSP00000307006	Q9BZI1
ENSP00000307023	O14901
ENSP00000307025	Q6PJT7
ENSP00000307041	Q01954
ENSP00000307078	P33176
ENSP00000307079	Q68DX3
ENSP00000307093	Q96JE9
ENSP00000307101	P42771
ENSP00000307126	Q6QHC5
ENSP00000307132	P28325
ENSP00000307134	Q9UQB3
ENSP00000307156	P55268
ENSP00000307159	Q8NGG6
ENSP00000307183	Q9H160
ENSP00000307208	Q12830
ENSP00000307214	O60294
ENSP00000307234	Q9Y5F3
ENSP00000307235	Q9NZJ5
ENSP00000307260	Q9Y4P3
ENSP00000307280	P05976
ENSP00000307307	Q01780
ENSP00000307342	O60741
ENSP00000307349	Q9Y6R1
ENSP00000307369	Q5VZ18
ENSP00000307419	Q8N960
ENSP00000307471	P78352
ENSP00000307513	Q9UBG0
ENSP00000307525	Q96D46
ENSP00000307549	Q15818
ENSP00000307552	Q9NZG7
ENSP00000307567	P47897
ENSP00000307599	Q9UI33
ENSP00000307666	Q96JG6
ENSP00000307694	Q96KK3
ENSP00000307697	Q99424
ENSP00000307699	Q8N3S3
ENSP00000307732	Q496Y0
ENSP00000307741	Q8IZV2
ENSP00000307746	Q9ULD9
ENSP00000307798	Q86YD7
ENSP00000307801	Q8TCW7
ENSP00000307835	Q16828
ENSP00000307850	Q14919
ENSP00000307853	Q96NY9
ENSP00000307858	Q9P1Z0
ENSP00000307863	P26368
ENSP00000307900	P15104
ENSP00000307939	Q8IWJ2
ENSP00000307940	P13639
ENSP00000307971	Q9Y644
ENSP00000308022	Q86TJ2
ENSP00000308024	P29120
ENSP00000308051	Q13761
ENSP00000308082	Q8NGE3
ENSP00000308149	Q400G9
ENSP00000308208	P50281
ENSP00000308236	Q8N668
ENSP00000308252	P14651
ENSP00000308258	Q9BVG9
ENSP00000308268	A5YM72
ENSP00000308279	Q5VYM1
ENSP00000308292	A6NMN3
ENSP00000308315	Q7Z5L7
ENSP00000308321	Q9HBL0
ENSP00000308330	Q96EZ4
ENSP00000308332	Q9BRU9
ENSP00000308367	P51797
ENSP00000308369	Q9Y2U8
ENSP00000308383	P33241
ENSP00000308386	Q92879
ENSP00000308413	Q9UBS0
ENSP00000308439	O75971
ENSP00000308450	Q12834
ENSP00000308493	Q9Y2L9
ENSP00000308546	Q7L2J0
ENSP00000308591	Q96A11
ENSP00000308597	Q9Y238
ENSP00000308617	Q2VPK5
ENSP00000308622	Q53GS7
ENSP00000308717	Q96GC5
ENSP00000308720	P07477
ENSP00000308733	Q8TDV0
ENSP00000308741	O15516
ENSP00000308759	Q9ULJ3
ENSP00000308772	Q8N8V4
ENSP00000308782	Q9HCN6
ENSP00000308820	Q7Z5B4
ENSP00000308831	Q9UPQ7
ENSP00000308873	Q96LY2
ENSP00000308887	Q9H1J7
ENSP00000308893	Q8TER0
ENSP00000308895	P41440
ENSP00000308928	Q9NQC7
ENSP00000308938	P00747
ENSP00000308978	O94868
ENSP00000309031	Q96JH7
ENSP00000309052	Q8NEC5
ENSP00000309070	O94979
ENSP00000309092	Q9Y5P6
ENSP00000309116	P35236
ENSP00000309126	Q96P11
ENSP00000309142	Q6L8Q7
ENSP00000309161	Q9BX82
ENSP00000309186	Q8TEJ3
ENSP00000309189	Q8NA61
ENSP00000309198	Q15386
ENSP00000309222	Q7Z591
ENSP00000309229	Q8TAC1
ENSP00000309230	Q9H792
ENSP00000309233	Q6PJE2
ENSP00000309266	Q8TF40
ENSP00000309285	Q2M329
ENSP00000309296	Q9H2U1
ENSP00000309301	Q86WB0
ENSP00000309334	P61313
ENSP00000309392	P54257
ENSP00000309429	Q6UX98
ENSP00000309432	Q86VR2
ENSP00000309457	P49754
ENSP00000309463	A6NK58
ENSP00000309485	Q9HBH9
ENSP00000309501	Q9ULI1
ENSP00000309504	Q8TE54
ENSP00000309539	Q16555
ENSP00000309542	P0DJD9
ENSP00000309555	P51610
ENSP00000309570	O75840
ENSP00000309577	Q8IVL1
ENSP00000309582	Q14C86
ENSP00000309591	P17612
ENSP00000309595	Q96RR1
ENSP00000309597	Q16584
ENSP00000309606	Q9H9D4
ENSP00000309644	Q96IK1
ENSP00000309689	O75427
ENSP00000309690	Q9Y485
ENSP00000309714	A1X283
ENSP00000309737	Q8TB92
ENSP00000309741	Q6ZQN7
ENSP00000309762	A8TX70
ENSP00000309767	P59044
ENSP00000309771	Q15077
ENSP00000309772	A4D0V7
ENSP00000309790	Q6P0N0
ENSP00000309823	Q8IVH2
ENSP00000309826	Q16656
ENSP00000309831	O95149
ENSP00000309836	Q8IYE1
ENSP00000309845	P01112
ENSP00000309899	Q9UHQ1
ENSP00000309965	Q96FC9
ENSP00000309973	Q07820
ENSP00000310006	Q14995
ENSP00000310033	Q8TC21
ENSP00000310036	P28906
ENSP00000310088	P20962
ENSP00000310092	Q99952
ENSP00000310094	Q9UL54
ENSP00000310111	Q9UBY9
ENSP00000310129	Q13200
ENSP00000310170	P15407
ENSP00000310208	Q9Y289
ENSP00000310227	Q14008
ENSP00000310241	Q9Y226
ENSP00000310301	Q02447
ENSP00000310303	Q8N9V7
ENSP00000310305	P41231
ENSP00000310309	O94929
ENSP00000310332	P0C2W1
ENSP00000310338	Q9HCM1
ENSP00000310359	Q9C0G0
ENSP00000310371	Q01638
ENSP00000310375	Q15049
ENSP00000310382	Q5XX13
ENSP00000310435	Q8N1P7
ENSP00000310448	O43290
ENSP00000310472	Q9P2J8
ENSP00000310520	Q92889
ENSP00000310561	A7KAX9
ENSP00000310590	Q9P275
ENSP00000310593	Q49MG5
ENSP00000310621	Q9HCP6
ENSP00000310622	Q8WW27
ENSP00000310649	Q8TDC3
ENSP00000310658	Q9NQ36
ENSP00000310668	Q8N1F7
ENSP00000310688	Q9UBJ2
ENSP00000310696	O60909
ENSP00000310770	Q6UWM5
ENSP00000310771	Q14451
ENSP00000310800	Q8TAA9
ENSP00000310801	Q8TD35
ENSP00000310803	Q587I9
ENSP00000310827	Q5VWQ8
ENSP00000310842	Q9NVI1
ENSP00000310861	P35908
ENSP00000310933	Q8WXG6
ENSP00000310943	Q8NHY2
ENSP00000310966	O15446
ENSP00000310984	Q8IWW6
ENSP00000310998	Q9UK23
ENSP00000311005	Q13164
ENSP00000311038	Q8NGM8
ENSP00000311106	Q9BTA9
ENSP00000311127	P49765
ENSP00000311130	Q9Y5P6
ENSP00000311134	Q3YEC7
ENSP00000311135	Q8IY37
ENSP00000311138	Q9H869
ENSP00000311165	P29972
ENSP00000311184	Q8TEU8
ENSP00000311196	Q8IUM7
ENSP00000311200	Q53F39
ENSP00000311219	Q8IWR1
ENSP00000311224	Q86TX2
ENSP00000311273	Q8WXX0
ENSP00000311290	O75360
ENSP00000311319	Q8TAU3
ENSP00000311336	O60423
ENSP00000311343	Q8IV35
ENSP00000311398	Q8TDE3
ENSP00000311401	Q8IWF6
ENSP00000311405	O43306
ENSP00000311419	Q8TEU7
ENSP00000311427	Q8WV41
ENSP00000311447	Q5U4P2
ENSP00000311477	Q8NH19
ENSP00000311489	O15020
ENSP00000311496	Q8NA82
ENSP00000311502	Q9ULI3
ENSP00000311505	Q15051
ENSP00000311513	Q96T23
ENSP00000311521	Q9ULM2
ENSP00000311528	Q16538
ENSP00000311579	O95271
ENSP00000311596	Q32M78
ENSP00000311656	Q9ULG6
ENSP00000311677	Q12972
ENSP00000311683	Q86UK5
ENSP00000311687	Q0D2K0
ENSP00000311697	P12034
ENSP00000311713	O95747
ENSP00000311746	O43240
ENSP00000311747	Q96PK6
ENSP00000311750	Q5H8A4
ENSP00000311876	P46926
ENSP00000311905	Q8N2S1
ENSP00000311912	O00213
ENSP00000311925	Q8TCT1
ENSP00000311930	P38117
ENSP00000311949	Q58WW2
ENSP00000311977	Q96G46
ENSP00000311986	Q8TEW0
ENSP00000312002	Q8TDQ0
ENSP00000312066	Q9UHB9
ENSP00000312070	Q9UN70
ENSP00000312074	Q562E7
ENSP00000312081	Q8TE77
ENSP00000312082	Q9NR97
ENSP00000312122	P55735
ENSP00000312126	Q8NFM4
ENSP00000312143	Q68CZ2
ENSP00000312150	Q96RU8
ENSP00000312158	Q7KYR7
ENSP00000312185	Q92556
ENSP00000312236	P38398
ENSP00000312237	Q9ULU4
ENSP00000312250	Q9BRR6
ENSP00000312262	P25098
ENSP00000312273	Q8N135
ENSP00000312277	Q8TCN5
ENSP00000312284	Q6UW49
ENSP00000312299	A6NGY1
ENSP00000312352	Q13029
ENSP00000312356	Q7L0Y3
ENSP00000312370	Q9BRQ8
ENSP00000312379	Q8IZD2
ENSP00000312385	Q03828
ENSP00000312399	Q8NA47
ENSP00000312402	Q7Z7L1
ENSP00000312403	Q8NGV0
ENSP00000312411	Q8WY54
ENSP00000312435	Q14118
ENSP00000312455	O15519
ENSP00000312458	Q9H2C2
ENSP00000312463	Q5T5Y3
ENSP00000312506	Q6UVK1
ENSP00000312535	Q6PJG9
ENSP00000312554	Q6ZR08
ENSP00000312558	Q7RTX1
ENSP00000312587	Q96MF6
ENSP00000312631	Q01101
ENSP00000312634	Q96JY6
ENSP00000312649	Q86YN6
ENSP00000312671	Q8N3D4
ENSP00000312679	A2RU30
ENSP00000312700	Q7Z7M8
ENSP00000312701	Q96DN5
ENSP00000312709	Q15545
ENSP00000312735	P30876
ENSP00000312741	Q96RR4
ENSP00000312767	Q96MC4
ENSP00000312782	O15231
ENSP00000312834	Q9HAP2
ENSP00000312880	O00204
ENSP00000312893	O43464
ENSP00000312942	Q53EL9
ENSP00000312946	Q9NY15
ENSP00000312981	Q53GS9
ENSP00000312987	P41235
ENSP00000312988	Q15653
ENSP00000312995	Q9HAW4
ENSP00000312999	P04899
ENSP00000313046	O14514
ENSP00000313050	O75323
ENSP00000313059	Q9H4A3
ENSP00000313062	Q6ZRS4
ENSP00000313070	O43314
ENSP00000313121	Q9Y5W7
ENSP00000313122	Q3SYG4
ENSP00000313141	Q6TDU7
ENSP00000313158	Q8N895
ENSP00000313169	O15259
ENSP00000313171	Q96QE3
ENSP00000313172	Q8NE79
ENSP00000313199	Q14103
ENSP00000313243	Q4G112
ENSP00000313272	P46087
ENSP00000313309	Q9BT04
ENSP00000313311	Q99615
ENSP00000313324	F5H4A9
ENSP00000313327	Q14103
ENSP00000313382	Q8IYB5
ENSP00000313384	P30953
ENSP00000313385	Q8IUW5
ENSP00000313408	Q7Z403
ENSP00000313420	P78527
ENSP00000313422	Q66PJ3
ENSP00000313423	Q9GZZ7
ENSP00000313443	Q8N8L2
ENSP00000313500	Q8N3J3
ENSP00000313504	Q93100
ENSP00000313506	Q9P2N2
ENSP00000313513	Q7Z5J8
ENSP00000313565	P15502
ENSP00000313582	Q9C0F3
ENSP00000313600	O94823
ENSP00000313603	Q8NE71
ENSP00000313619	Q9BZW8
ENSP00000313670	Q60I27
ENSP00000313752	O43805
ENSP00000313851	Q9NTI5
ENSP00000313854	Q96KA5
ENSP00000313881	Q13064
ENSP00000313885	Q12767
ENSP00000313919	O15231
ENSP00000313921	Q9UJ68
ENSP00000313933	Q6AI39
ENSP00000313936	Q8NHA4
ENSP00000314006	P48751
ENSP00000314023	Q8NBJ9
ENSP00000314029	Q9H4L4
ENSP00000314038	O75129
ENSP00000314042	Q96LA9
ENSP00000314075	Q92667
ENSP00000314080	Q14526
ENSP00000314116	Q6UX40
ENSP00000314129	P19532
ENSP00000314153	Q86T24
ENSP00000314196	Q96T53
ENSP00000314209	Q8TBZ3
ENSP00000314214	P63027
ENSP00000314223	Q9GZN0
ENSP00000314324	Q8NGQ4
ENSP00000314348	Q13206
ENSP00000314380	Q7Z429
ENSP00000314420	O15534
ENSP00000314451	Q93038
ENSP00000314480	A6NJT0
ENSP00000314488	Q5HYA8
ENSP00000314508	P04062
ENSP00000314518	Q7Z3D4
ENSP00000314556	Q9BZF9
ENSP00000314568	P18433
ENSP00000314608	Q9NVR0
ENSP00000314610	Q8WVC0
ENSP00000314620	P11836
ENSP00000314638	P19021
ENSP00000314650	Q8WXR4
ENSP00000314709	Q9Y6X8
ENSP00000314750	Q06710
ENSP00000314774	Q9BYE0
ENSP00000314807	Q9NPH3
ENSP00000314879	Q9BYJ1
ENSP00000314897	O15123
ENSP00000315011	P25101
ENSP00000315035	Q7Z4L9
ENSP00000315047	Q8NGA8
ENSP00000315064	Q9HAY2
ENSP00000315111	Q86YL5
ENSP00000315112	Q96EP0
ENSP00000315137	Q8IWX5
ENSP00000315173	P51814
ENSP00000315180	P41235
ENSP00000315182	Q6PI26
ENSP00000315190	P26006
ENSP00000315295	Q6ZVL6
ENSP00000315386	Q7Z4H8
ENSP00000315410	Q9H4L5
ENSP00000315434	P29590
ENSP00000315454	Q12830
ENSP00000315476	Q9NPD3
ENSP00000315505	P10072
ENSP00000315557	Q53QW1
ENSP00000315558	Q96G46
ENSP00000315569	Q8IYB7
ENSP00000315602	P32297
ENSP00000315604	Q9NXF8
ENSP00000315630	Q9UH65
ENSP00000315650	Q8WWM7
ENSP00000315654	Q9UJ96
ENSP00000315664	P17022
ENSP00000315678	Q8NCR0
ENSP00000315702	Q9Y3A3
ENSP00000315720	Q86Y33
ENSP00000315791	Q12996
ENSP00000315841	O94929
ENSP00000315859	Q15287
ENSP00000315870	Q86XF7
ENSP00000315873	P12111
ENSP00000315914	Q9Y238
ENSP00000315931	Q96HN2
ENSP00000315945	Q9NR16
ENSP00000315949	P13378
ENSP00000316029	Q9Y490
ENSP00000316032	P52948
ENSP00000316042	Q13151
ENSP00000316054	Q92997
ENSP00000316079	Q9H869
ENSP00000316092	Q5ST30
ENSP00000316109	Q8N302
ENSP00000316121	Q53HL2
ENSP00000316137	Q6PGQ1
ENSP00000316152	P11686
ENSP00000316250	P78411
ENSP00000316291	Q7Z6E9
ENSP00000316329	Q86SK9
ENSP00000316333	P08174
ENSP00000316335	O95363
ENSP00000316357	Q93008
ENSP00000316377	O14490
ENSP00000316434	Q5VU43
ENSP00000316454	Q6VY07
ENSP00000316527	O15014
ENSP00000316543	Q70E73
ENSP00000316578	Q15022
ENSP00000316589	Q6VN20
ENSP00000316598	O43824
ENSP00000316651	Q9UI26
ENSP00000316664	Q969P0
ENSP00000316675	Q6DKI7
ENSP00000316681	Q9C0D2
ENSP00000316699	Q9ULT0
ENSP00000316772	Q92619
ENSP00000316809	Q00169
ENSP00000316842	Q8N196
ENSP00000316879	Q04637
ENSP00000316881	Q8IVL5
ENSP00000316891	Q9UPQ0
ENSP00000316924	Q9NUB1
ENSP00000316940	Q5JXX7
ENSP00000316990	Q8IUR0
ENSP00000317128	Q9Y4D7
ENSP00000317163	O75928
ENSP00000317165	A5PL33
ENSP00000317175	A6NEE1
ENSP00000317177	Q8N2A8
ENSP00000317189	Q14247
ENSP00000317214	Q9Y6Q1
ENSP00000317232	Q96AY3
ENSP00000317261	Q8TEW8
ENSP00000317300	Q643R3
ENSP00000317302	O43822
ENSP00000317310	Q9NZU7
ENSP00000317327	P57075
ENSP00000317333	Q9H2A3
ENSP00000317362	P42785
ENSP00000317382	Q6YBV0
ENSP00000317404	Q8NET6
ENSP00000317421	P51826
ENSP00000317431	Q8IYW4
ENSP00000317500	Q6Y2X3
ENSP00000317510	Q9H3D4
ENSP00000317566	Q8N3X6
ENSP00000317580	Q92886
ENSP00000317598	P15692
ENSP00000317600	Q04637
ENSP00000317614	Q9C0D4
ENSP00000317636	O94762
ENSP00000317671	Q86WS4
ENSP00000317788	P61978
ENSP00000317810	Q8N8Q3
ENSP00000317817	Q8N5H7
ENSP00000317842	O00748
ENSP00000317859	O14763
ENSP00000317872	Q7Z6E9
ENSP00000317891	Q15025
ENSP00000317895	Q6XPR3
ENSP00000317903	Q9Y2K5
ENSP00000317955	Q15075
ENSP00000317980	Q9UPX0
ENSP00000317997	Q9NRD9
ENSP00000318012	Q01105
ENSP00000318016	Q12768
ENSP00000318029	Q3SX64
ENSP00000318066	Q9Y6X5
ENSP00000318085	Q9BQA5
ENSP00000318086	Q8IWC1
ENSP00000318094	Q96GD3
ENSP00000318102	Q93062
ENSP00000318105	Q14123
ENSP00000318131	Q86V59
ENSP00000318165	Q13438
ENSP00000318195	P19338
ENSP00000318196	Q9BRX5
ENSP00000318217	Q08345
ENSP00000318227	Q5TAQ9
ENSP00000318258	Q8WYN3
ENSP00000318328	Q16288
ENSP00000318373	Q8N8E2
ENSP00000318374	Q96PV6
ENSP00000318409	Q3YBM2
ENSP00000318415	Q96E39
ENSP00000318416	P57087
ENSP00000318423	Q8NG48
ENSP00000318429	Q96M63
ENSP00000318472	P13591
ENSP00000318546	Q13336
ENSP00000318557	Q9UP95
ENSP00000318602	Q9NRG1
ENSP00000318603	Q5R372
ENSP00000318641	Q68E01
ENSP00000318643	Q96J88
ENSP00000318674	Q8N461
ENSP00000318676	O14948
ENSP00000318690	P16383
ENSP00000318716	Q8IZU0
ENSP00000318719	Q8TC21
ENSP00000318721	Q9H334
ENSP00000318799	Q8NFJ8
ENSP00000318803	Q9HCH5
ENSP00000318805	P34896
ENSP00000318834	Q8NGA5
ENSP00000318861	Q13435
ENSP00000318868	P34896
ENSP00000318884	Q9NZ56
ENSP00000318900	A7XYQ1
ENSP00000318902	Q9H334
ENSP00000318914	Q8ND90
ENSP00000318944	Q6Q0C0
ENSP00000318960	Q9NQQ7
ENSP00000318966	Q96BK5
ENSP00000318974	Q8N9E0
ENSP00000318982	Q96J88
ENSP00000318999	Q9NQ32
ENSP00000319053	Q15935
ENSP00000319062	Q6ZW61
ENSP00000319104	Q7KZ85
ENSP00000319118	Q9BZM3
ENSP00000319127	Q8NE18
ENSP00000319169	O14744
ENSP00000319192	Q9UEE5
ENSP00000319210	Q9UNE2
ENSP00000319231	Q53GA4
ENSP00000319233	Q04726
ENSP00000319248	P37275
ENSP00000319250	Q9BZJ7
ENSP00000319281	P80723
ENSP00000319305	Q7Z3I7
ENSP00000319370	Q9NPA1
ENSP00000319377	P59046
ENSP00000319388	Q6UXC1
ENSP00000319414	O00294
ENSP00000319469	Q6NUQ4
ENSP00000319473	Q9UPP1
ENSP00000319501	O60701
ENSP00000319511	Q8NGD3
ENSP00000319551	Q9BX46
ENSP00000319574	Q9HC21
ENSP00000319590	Q8N4B5
ENSP00000319597	O75971
ENSP00000319610	Q8IXF0
ENSP00000319623	Q8TDY8
ENSP00000319651	Q5VZB9
ENSP00000319673	B7ZAQ6
ENSP00000319678	P78524
ENSP00000319716	Q8IZC7
ENSP00000319726	Q9BZ67
ENSP00000319730	Q16651
ENSP00000319739	Q14257
ENSP00000319782	O00592
ENSP00000319796	A6NH21
ENSP00000319814	P35558
ENSP00000319826	Q96JN8
ENSP00000319831	Q9H4E7
ENSP00000319851	Q8NE62
ENSP00000319877	Q96PR1
ENSP00000319914	Q9NR00
ENSP00000319947	Q9ULH0
ENSP00000319960	Q8N423
ENSP00000320006	O75970
ENSP00000320025	Q08289
ENSP00000320050	Q9UK33
ENSP00000320058	Q5ZPR3
ENSP00000320059	Q96T76
ENSP00000320077	Q8NGI4
ENSP00000320084	Q5ZPR3
ENSP00000320087	Q4KMQ2
ENSP00000320089	A6NCS4
ENSP00000320096	Q8NCA9
ENSP00000320147	Q15910
ENSP00000320165	Q9ULJ1
ENSP00000320176	P14317
ENSP00000320228	Q3KQU3
ENSP00000320232	Q8NDH2
ENSP00000320247	Q13520
ENSP00000320303	Q9NX36
ENSP00000320324	P55786
ENSP00000320340	Q13574
ENSP00000320347	Q96NJ6
ENSP00000320378	Q9UHI5
ENSP00000320390	O75023
ENSP00000320401	O75795
ENSP00000320413	Q9ULC3
ENSP00000320447	P49116
ENSP00000320485	O14497
ENSP00000320488	Q96NT1
ENSP00000320503	Q96F86
ENSP00000320528	Q9UMR5
ENSP00000320563	Q6ZS81
ENSP00000320580	Q08209
ENSP00000320604	Q96IV6
ENSP00000320623	Q96G75
ENSP00000320625	Q6DN72
ENSP00000320648	A6NE52
ENSP00000320649	Q8N998
ENSP00000320675	Q96Q27
ENSP00000320679	Q8N4C7
ENSP00000320784	Q9NRI5
ENSP00000320794	Q68DE3
ENSP00000320797	Q9UJT1
ENSP00000320815	Q6W3E5
ENSP00000320866	P27797
ENSP00000320869	Q8WV44
ENSP00000320885	Q9UBP0
ENSP00000320886	Q9NP71
ENSP00000320893	Q9H765
ENSP00000320898	Q8IYW5
ENSP00000320913	Q9UH92
ENSP00000320924	Q8TF74
ENSP00000320940	Q15788
ENSP00000320949	A5YKK6
ENSP00000320965	O60512
ENSP00000320968	Q8IY63
ENSP00000321021	Q8N5U0
ENSP00000321026	Q8IV03
ENSP00000321049	Q86WZ6
ENSP00000321070	P23368
ENSP00000321077	Q9NYZ4
ENSP00000321108	Q92563
ENSP00000321132	Q86TJ5
ENSP00000321179	Q6ZP01
ENSP00000321184	O75054
ENSP00000321187	Q96GC6
ENSP00000321221	Q9NRF2
ENSP00000321230	Q96RR4
ENSP00000321288	Q9UJY5
ENSP00000321320	Q9BTY7
ENSP00000321338	Q8NGB2
ENSP00000321346	Q8NHH1
ENSP00000321348	O60879
ENSP00000321388	Q9Y574
ENSP00000321406	P52742
ENSP00000321424	Q06495
ENSP00000321427	Q8NCM2
ENSP00000321449	Q9Y3A4
ENSP00000321455	Q86XE3
ENSP00000321463	Q96P56
ENSP00000321498	Q8NCC5
ENSP00000321514	Q9NQS3
ENSP00000321544	O94819
