From	Entry
ENSG00000115084	Q8WV83
ENSG00000115138	P01189
ENSG00000115155	Q9HC10
ENSG00000115165	O60759
ENSG00000115170	Q04771
ENSG00000115183	Q9C0D5
ENSG00000115207	Q8WUA4
ENSG00000115216	Q9UHY1
ENSG00000115221	P18564
ENSG00000115232	P13612
ENSG00000115233	O00487
ENSG00000115239	Q9Y575
ENSG00000115241	O15355
ENSG00000115266	O95996
ENSG00000115274	Q9C086
ENSG00000115290	Q14449
ENSG00000115295	Q8N3C7
ENSG00000115307	Q9Y679
ENSG00000115310	Q9NQC3
ENSG00000115317	O43464
ENSG00000115318	P58215
ENSG00000115350	Q9NR33
ENSG00000115355	Q3V6T2
ENSG00000115363	Q9H8M9
ENSG00000115365	O43813
ENSG00000115414	P02751
ENSG00000115423	Q9C0G6
ENSG00000115457	P18065
ENSG00000115464	Q70CQ2
ENSG00000115468	Q9BUP0
ENSG00000115484	P50991
ENSG00000115488	Q9Y3R4
ENSG00000115504	Q8NDI1
ENSG00000115507	P32242
ENSG00000115524	O75533
ENSG00000115540	Q9Y3A3
ENSG00000115548	Q9Y4C1
ENSG00000115556	Q9BRC7
ENSG00000115561	Q9Y3E7
ENSG00000115568	P52746
ENSG00000115590	P27930
ENSG00000115592	Q9UGI9
ENSG00000115593	Q8NB12
ENSG00000115596	Q9Y6F9
ENSG00000115602	Q01638
ENSG00000115604	Q13478
ENSG00000115648	Q9BV36
ENSG00000115649	Q9BV87
ENSG00000115665	Q9GZV3
ENSG00000115677	Q00341
ENSG00000115687	Q96RG2
ENSG00000115750	Q53T94
ENSG00000115760	Q9NR09
ENSG00000115762	Q96CS7
ENSG00000115806	Q9H8Y8
ENSG00000115816	Q03701
ENSG00000115825	O94806
ENSG00000115827	Q5H9S7
ENSG00000115828	Q16769
ENSG00000115839	Q15042
ENSG00000115844	Q07687
ENSG00000115850	P09848
ENSG00000115866	P14868
ENSG00000115904	Q07889
ENSG00000115935	O43516
ENSG00000115947	O43929
ENSG00000115956	P08567
ENSG00000115970	Q6YHU6
ENSG00000115977	Q2M2I8
ENSG00000115993	O60296
ENSG00000116014	Q969F8
ENSG00000116016	Q99814
ENSG00000116017	Q99856
ENSG00000116030	P63165
ENSG00000116032	O60391
ENSG00000116106	P54764
ENSG00000116117	Q8TEW8
ENSG00000116127	Q8TCU4
ENSG00000116128	O00512
ENSG00000116133	Q15392
ENSG00000116147	Q92752
ENSG00000116205	Q96MN5
ENSG00000116209	Q9BXS4
ENSG00000116213	Q9P2S5
ENSG00000116221	Q9BZE1
ENSG00000116237	O60725
ENSG00000116254	Q8TDI0
ENSG00000116260	O00391
ENSG00000116273	Q86YI8
ENSG00000116285	Q9UJM3
ENSG00000116299	Q6UXG2
ENSG00000116350	Q08170
ENSG00000116396	Q03721
ENSG00000116497	Q96BU1
ENSG00000116514	Q6ZMZ0
ENSG00000116525	Q9BVG3
ENSG00000116539	Q9NR48
ENSG00000116544	O95886
ENSG00000116560	P23246
ENSG00000116580	Q3T8J9
ENSG00000116649	P19623
ENSG00000116661	Q9UK22
ENSG00000116668	Q5T5J6
ENSG00000116670	Q9UI95
ENSG00000116675	O75061
ENSG00000116678	P48357
ENSG00000116685	Q8IYS2
ENSG00000116688	O95140
ENSG00000116690	Q92954
ENSG00000116698	Q92540
ENSG00000116703	P20941
ENSG00000116711	P47712
ENSG00000116731	Q13029
ENSG00000116748	P23109
ENSG00000116754	Q05519
ENSG00000116783	Q59H18
ENSG00000116786	Q8IWE5
ENSG00000116793	Q9UMS5
ENSG00000116819	Q6VUC0
ENSG00000116824	P06729
ENSG00000116830	Q9UNY4
ENSG00000116833	O00482
ENSG00000116871	Q3KQU3
ENSG00000116874	Q9UGM6
ENSG00000116898	P82914
ENSG00000116903	Q8IYI6
ENSG00000116906	O15228
ENSG00000116954	Q9HB90
ENSG00000116985	P34820
ENSG00000116990	P12524
ENSG00000116991	Q9P2F8
ENSG00000117000	Q13129
ENSG00000117010	Q5T5D7
ENSG00000117054	P11310
ENSG00000117069	Q9BVH7
ENSG00000117090	Q13291
ENSG00000117133	Q9H9Y2
ENSG00000117139	Q9UGL1
ENSG00000117155	Q9Y2D8
ENSG00000117226	Q9H0R5
ENSG00000117228	P32455
ENSG00000117245	Q9P2E2
ENSG00000117262	B7ZAQ6
ENSG00000117266	Q07002
ENSG00000117385	Q32P28
ENSG00000117399	Q12834
ENSG00000117400	P40238
ENSG00000117407	Q5T4W7
ENSG00000117411	O60909
ENSG00000117461	Q92569
ENSG00000117477	Q5TID7
ENSG00000117479	O60779
ENSG00000117481	Q96CB9
ENSG00000117501	Q5TGP6
ENSG00000117505	Q01658
ENSG00000117523	Q9Y520
ENSG00000117533	O75379
ENSG00000117560	P48023
ENSG00000117569	Q9UKA9
ENSG00000117592	P30041
ENSG00000117594	P28845
ENSG00000117597	Q68CQ4
ENSG00000117625	Q9P2K3
ENSG00000117632	P16949
ENSG00000117643	Q9NR34
ENSG00000117676	Q15418
ENSG00000117682	Q86SQ9
ENSG00000117707	Q92786
ENSG00000117713	O14497
ENSG00000117724	P49454
ENSG00000117751	Q12972
ENSG00000117834	Q2M3M2
ENSG00000117877	O15446
ENSG00000117899	Q14696
ENSG00000117906	Q14257
ENSG00000117971	P30926
ENSG00000117983	Q9HC84
ENSG00000118007	Q8WVM7
ENSG00000118046	Q15831
ENSG00000118058	Q03164
ENSG00000118094	O43280
ENSG00000118096	Q9NQC8
ENSG00000118137	P02647
ENSG00000118156	Q9H0D2
ENSG00000118160	Q9UPR5
ENSG00000118181	P62851
ENSG00000118193	Q15058
ENSG00000118194	P45379
ENSG00000118231	P07320
ENSG00000118242	Q8N565
ENSG00000118257	O60462
ENSG00000118260	P16220
ENSG00000118263	O75840
ENSG00000118276	Q9UBX8
ENSG00000118298	Q9ULX7
ENSG00000118307	Q6TDU7
ENSG00000118322	O94823
ENSG00000118369	Q9P2H5
ENSG00000118432	P21554
ENSG00000118434	Q9HBV2
ENSG00000118454	Q8N6S4
ENSG00000118473	Q9BQI5
ENSG00000118482	Q92576
ENSG00000118492	Q8N7X0
ENSG00000118495	Q9UM63
ENSG00000118496	Q8TB52
ENSG00000118513	P10242
ENSG00000118518	Q9NTX7
ENSG00000118557	Q8TBY8
ENSG00000118689	O43524
ENSG00000118729	O14958
ENSG00000118762	Q13563
ENSG00000118777	Q9UNQ0
ENSG00000118816	Q14094
ENSG00000118849	P49788
ENSG00000118855	Q9H3U5
ENSG00000118894	Q96G04
ENSG00000118900	Q9NPG3
ENSG00000118922	Q9Y4X4
ENSG00000118946	O14917
ENSG00000118960	Q53T59
ENSG00000118997	Q8WXX0
ENSG00000119041	Q9Y5Q9
ENSG00000119121	Q9BX84
ENSG00000119139	Q9UDY2
ENSG00000119185	O14713
ENSG00000119283	Q6ZTA4
ENSG00000119285	Q9H583
ENSG00000119314	O95758
ENSG00000119318	P54727
ENSG00000119321	Q5T1M5
ENSG00000119335	Q01105
ENSG00000119392	Q53GS7
ENSG00000119397	Q7Z7A1
ENSG00000119401	Q13049
ENSG00000119403	Q5T6S3
ENSG00000119411	Q5W0U4
ENSG00000119487	Q9BPZ7
ENSG00000119508	Q92570
ENSG00000119509	Q9Y283
ENSG00000119514	Q8IXK2
ENSG00000119547	O95948
ENSG00000119574	Q96K62
ENSG00000119596	P49750
ENSG00000119614	P58304
ENSG00000119630	P49763
ENSG00000119636	Q8ND07
ENSG00000119638	Q8TD19
ENSG00000119669	Q9H1B7
ENSG00000119673	P49753
ENSG00000119682	O15033
ENSG00000119684	Q9UHC1
ENSG00000119685	Q6EMB2
ENSG00000119686	Q9UPI3
ENSG00000119698	Q6NUP7
ENSG00000119699	P10600
ENSG00000119705	Q9GZT3
ENSG00000119707	P49756
ENSG00000119711	Q02252
ENSG00000119771	Q96CT2
ENSG00000119772	Q9Y6K1
ENSG00000119777	Q6NUQ4
ENSG00000119844	Q6ULP2
ENSG00000119866	Q9H165
ENSG00000119919	Q8TAU0
ENSG00000119927	Q9HCL2
ENSG00000119938	Q9UQK1
ENSG00000119943	Q8N2H3
ENSG00000119946	Q9NRU3
ENSG00000119953	O75940
ENSG00000119965	Q9H8K7
ENSG00000119969	Q9NRZ9
ENSG00000120008	Q9BZH6
ENSG00000120051	Q5T655
ENSG00000120053	P17174
ENSG00000120054	P15169
ENSG00000120057	Q5T4F7
ENSG00000120063	Q14344
ENSG00000120093	P14651
ENSG00000120129	P28562
ENSG00000120156	Q02763
ENSG00000120158	Q9Y2P8
ENSG00000120159	Q9H8G2
ENSG00000120217	Q9NZQ7
ENSG00000120254	Q6UB35
ENSG00000120256	Q86VZ4
ENSG00000120280	Q9HAI6
ENSG00000120289	O15481
ENSG00000120318	Q8WWN8
ENSG00000120327	Q9Y5E9
ENSG00000120328	Q9Y5F1
ENSG00000120437	Q9BWD1
ENSG00000120458	Q6P1R3
ENSG00000120471	Q9HCN2
ENSG00000120498	Q8IYF3
ENSG00000120526	Q96RS6
ENSG00000120539	Q96GX5
ENSG00000120549	Q5T5P2
ENSG00000120645	Q9UPP2
ENSG00000120647	Q9BR77
ENSG00000120690	P32519
ENSG00000120693	O15198
ENSG00000120696	Q8WVZ9
ENSG00000120709	Q9NYF3
ENSG00000120733	Q7LBC6
ENSG00000120738	P18146
ENSG00000120800	O75691
ENSG00000120805	P40616
ENSG00000120837	P25208
ENSG00000120889	O14763
ENSG00000120896	O60504
ENSG00000120903	Q15822
ENSG00000120907	P35348
ENSG00000120910	P48454
ENSG00000120913	Q96JY6
ENSG00000120915	P34913
ENSG00000121057	Q92667
ENSG00000121058	P38432
ENSG00000121060	Q14258
ENSG00000121064	Q9HB40
ENSG00000121068	Q13207
ENSG00000121073	P78383
ENSG00000121075	P57082
ENSG00000121101	Q8IWB6
ENSG00000121104	Q9C073
ENSG00000121210	A2VDJ0
ENSG00000121236	Q9C030
ENSG00000121274	Q8NDF8
ENSG00000121289	Q96ST8
ENSG00000121297	Q63HK5
ENSG00000121316	Q6P4A8
ENSG00000121318	Q9NYW0
ENSG00000121351	P10997
ENSG00000121361	Q15842
ENSG00000121377	Q9NYW3
ENSG00000121381	Q9NYW1
ENSG00000121410	P04217
ENSG00000121417	Q13398
ENSG00000121440	Q9UPQ7
ENSG00000121481	Q99496
ENSG00000121594	P33681
ENSG00000121653	Q9UQF2
ENSG00000121680	Q9Y5Y5
ENSG00000121691	P04040
ENSG00000121716	Q9UKJ0
ENSG00000121741	Q9UBW7
ENSG00000121743	Q9Y6H8
ENSG00000121753	O60241
ENSG00000121766	Q9NP64
ENSG00000121851	Q9BT43
ENSG00000121853	Q92847
ENSG00000121871	O94933
ENSG00000121879	P42336
ENSG00000121898	Q8N436
ENSG00000121904	Q7Z408
ENSG00000121931	Q5T3J3
ENSG00000121940	Q96S66
ENSG00000121957	P81274
ENSG00000121988	Q5FWF4
ENSG00000122012	Q496J9
ENSG00000122025	P36888
ENSG00000122034	Q92664
ENSG00000122085	Q7Z6M4
ENSG00000122121	O43895
ENSG00000122122	O75995
ENSG00000122126	Q01968
ENSG00000122136	Q9NY56
ENSG00000122194	P00747
ENSG00000122223	Q9BZW8
ENSG00000122254	Q9Y278
ENSG00000122257	Q7Z6E9
ENSG00000122299	Q8IWR0
ENSG00000122335	Q96JX3
ENSG00000122359	P50995
ENSG00000122386	O95201
ENSG00000122417	Q9ULJ1
ENSG00000122482	Q9H582
ENSG00000122483	Q5T9S5
ENSG00000122507	Q3SYG4
ENSG00000122512	P54278
ENSG00000122545	Q16181
ENSG00000122591	Q9BYI3
ENSG00000122641	P08476
ENSG00000122642	O95302
ENSG00000122679	O60896
ENSG00000122687	Q9UI43
ENSG00000122691	Q15672
ENSG00000122707	O95980
ENSG00000122711	O60575
ENSG00000122733	Q9UPV7
ENSG00000122756	P26992
ENSG00000122778	Q9HCM3
ENSG00000122779	O15164
ENSG00000122783	Q9BWK5
ENSG00000122786	Q05682
ENSG00000122862	P10124
ENSG00000122870	Q9H694
ENSG00000122877	P11161
ENSG00000122952	O95229
ENSG00000122965	Q9Y4C8
ENSG00000122970	Q8WYA0
ENSG00000122986	Q96D96
ENSG00000123064	Q8TDD1
ENSG00000123066	Q71F56
ENSG00000123091	Q9Y3C5
ENSG00000123095	Q9C0J9
ENSG00000123104	Q14571
ENSG00000123106	Q7Z6B0
ENSG00000123130	Q9Y305
ENSG00000123143	Q16512
ENSG00000123179	Q9BY08
ENSG00000123200	Q5T200
ENSG00000123240	Q96CV9
ENSG00000123307	Q9HD90
ENSG00000123338	P55160
ENSG00000123352	Q86XZ4
ENSG00000123358	P22736
ENSG00000123364	P31276
ENSG00000123384	Q07954
ENSG00000123388	O43248
ENSG00000123407	P31275
ENSG00000123416	P68363
ENSG00000123444	Q9NVX7
ENSG00000123453	Q9UL12
ENSG00000123454	P09172
ENSG00000123472	Q5TC12
ENSG00000123485	Q8NCD3
ENSG00000123500	Q03692
ENSG00000123572	Q7Z2Y5
ENSG00000123575	Q6PEV8
ENSG00000123576	Q8N693
ENSG00000123584	P43362
ENSG00000123600	Q9H825
ENSG00000123636	Q9UIF8
ENSG00000123685	Q9NR55
ENSG00000123737	Q06265
ENSG00000123836	O60825
ENSG00000123999	P05111
ENSG00000124006	O75147
ENSG00000124067	Q9UP95
ENSG00000124091	Q6ZNI0
ENSG00000124134	Q96KK3
ENSG00000124140	Q9H2X9
ENSG00000124143	Q5TG30
ENSG00000124151	Q9Y6Q9
ENSG00000124159	O95460
ENSG00000124160	Q9HCD5
ENSG00000124177	Q8TD26
ENSG00000124191	Q96NM4
ENSG00000124198	Q9Y6D5
ENSG00000124201	Q9P2E3
ENSG00000124203	Q5JPB2
ENSG00000124209	Q9UL26
ENSG00000124212	Q16647
ENSG00000124215	Q8IXH8
ENSG00000124225	Q969W9
ENSG00000124253	P35558
ENSG00000124260	P43363
ENSG00000124275	Q9UBK8
ENSG00000124279	Q14CZ7
ENSG00000124313	Q5JU85
ENSG00000124333	P51809
ENSG00000124334	Q01113
ENSG00000124343	P55808
ENSG00000124380	Q8WVK2
ENSG00000124429	Q8WVV4
ENSG00000124459	Q02386
ENSG00000124466	O95274
ENSG00000124486	Q93008
ENSG00000124493	Q14833
ENSG00000124496	Q96PN7
ENSG00000124508	Q8WVV5
ENSG00000124535	Q96S55
ENSG00000124541	Q96EU6
ENSG00000124557	Q13410
ENSG00000124562	P09234
ENSG00000124568	Q14916
ENSG00000124587	Q13608
ENSG00000124596	Q9Y530
ENSG00000124602	Q8IV45
ENSG00000124608	Q5JTZ9
ENSG00000124613	Q9UJN7
ENSG00000124657	P58173
ENSG00000124721	Q96JB1
ENSG00000124766	Q06945
ENSG00000124782	Q92766
ENSG00000124784	Q9BRS2
ENSG00000124785	Q9NPD7
ENSG00000124788	P54253
ENSG00000124789	P49790
ENSG00000124795	P35659
ENSG00000124813	Q13950
ENSG00000124827	O75603
ENSG00000124920	Q9Y2G1
ENSG00000125089	Q8TE82
ENSG00000125107	A5YKK6
ENSG00000125207	Q96J94
ENSG00000125246	Q8N0X4
ENSG00000125249	P10114
ENSG00000125257	O15439
ENSG00000125266	P52799
ENSG00000125285	Q9Y651
ENSG00000125319	Q8N3J3
ENSG00000125351	Q9BZI7
ENSG00000125354	Q14141
ENSG00000125378	P12644
ENSG00000125386	P78312
ENSG00000125388	P32298
ENSG00000125398	P48436
ENSG00000125414	Q9UKX2
ENSG00000125430	Q9Y662
ENSG00000125447	Q9NZ52
ENSG00000125454	Q9HC21
ENSG00000125457	A9UHW6
ENSG00000125459	Q9BUK6
ENSG00000125498	P43626
ENSG00000125503	Q9BZL4
ENSG00000125510	P41146
ENSG00000125520	Q9NR83
ENSG00000125533	Q8NDY6
ENSG00000125618	Q06710
ENSG00000125630	Q9H9Y6
ENSG00000125651	P35269
ENSG00000125652	Q9BT30
ENSG00000125657	P41273
ENSG00000125676	Q8NI27
ENSG00000125730	P01024
ENSG00000125734	Q9NPR9
ENSG00000125744	O75298
ENSG00000125746	O95834
ENSG00000125755	Q92797
ENSG00000125780	Q08188
ENSG00000125787	O43555
ENSG00000125798	Q9Y261
ENSG00000125810	Q9NPY3
ENSG00000125812	Q9H116
ENSG00000125813	P15863
ENSG00000125816	Q9H2Z4
ENSG00000125817	P07199
ENSG00000125823	Q9H114
ENSG00000125826	Q9BYM8
ENSG00000125834	Q8TDR2
ENSG00000125844	Q9P2E9
ENSG00000125846	P52736
ENSG00000125850	Q9BRP0
ENSG00000125851	P16519
ENSG00000125861	Q9GZZ7
ENSG00000125864	Q12934
ENSG00000125871	Q9BQP7
ENSG00000125872	Q8WUT4
ENSG00000125878	Q12870
ENSG00000125944	O43390
ENSG00000125945	Q9C0F3
ENSG00000125952	P61244
ENSG00000125962	Q6P1M9
ENSG00000125966	Q9Y5R2
ENSG00000125967	Q96P71
ENSG00000125970	Q9UKM9
ENSG00000125977	P20042
ENSG00000126001	Q9BV73
ENSG00000126003	Q9UPG8
ENSG00000126012	P41229
ENSG00000126016	Q4VCS5
ENSG00000126214	Q07866
ENSG00000126217	O15068
ENSG00000126218	P00742
ENSG00000126226	Q5JVF3
ENSG00000126231	P22891
ENSG00000126247	P04632
ENSG00000126249	Q9BRP1
ENSG00000126254	Q9BTD8
ENSG00000126262	O15552
ENSG00000126264	Q9UBK5
ENSG00000126266	O14842
ENSG00000126351	P10827
ENSG00000126353	P32248
ENSG00000126368	P20393
ENSG00000126391	Q9BZ67
ENSG00000126457	Q99873
ENSG00000126458	P10301
ENSG00000126460	O14669
ENSG00000126461	Q9H7N4
ENSG00000126524	Q9Y3A5
ENSG00000126562	Q96J92
ENSG00000126603	Q9BZE0
ENSG00000126653	Q9H0G5
ENSG00000126698	O75937
ENSG00000126705	Q5TGY3
ENSG00000126733	Q96NX9
ENSG00000126746	Q8TF68
ENSG00000126773	Q63HM2
ENSG00000126777	Q86UP2
ENSG00000126787	Q15398
ENSG00000126803	P54652
ENSG00000126814	Q32P41
ENSG00000126858	Q8IXI2
ENSG00000126860	P22794
ENSG00000126861	P23515
ENSG00000126870	Q8WVS4
ENSG00000126878	Q9BQI0
ENSG00000127022	P27824
ENSG00000127081	Q5JVG2
ENSG00000127083	Q99983
ENSG00000127124	Q5T1R4
ENSG00000127152	Q9C0K0
ENSG00000127220	Q96I13
ENSG00000127241	P48740
ENSG00000127252	Q9HDD0
ENSG00000127325	Q8N1M1
ENSG00000127328	Q96QF0
ENSG00000127329	P23467
ENSG00000127418	Q8N441
ENSG00000127419	Q9BSA9
ENSG00000127481	Q5T4S7
ENSG00000127515	O76100
ENSG00000127528	Q9Y5W3
ENSG00000127530	O76099
ENSG00000127533	Q96RI0
ENSG00000127554	P55789
ENSG00000127585	Q8N461
ENSG00000127586	Q8WVB6
ENSG00000127603	Q9UPN3
ENSG00000127616	P51532
ENSG00000127663	O94953
ENSG00000127666	Q8IUC6
ENSG00000127720	Q8N6Q8
ENSG00000127838	Q8N490
ENSG00000127863	Q9NS68
ENSG00000127870	Q9Y252
ENSG00000127914	Q99996
ENSG00000127922	P60896
ENSG00000127922	Q6ZVN7
ENSG00000127946	O00291
ENSG00000127948	P16435
ENSG00000127952	Q9Y6J8
ENSG00000127954	Q687X5
ENSG00000127955	P63096
ENSG00000127980	O43933
ENSG00000128016	P26651
ENSG00000128040	P20155
ENSG00000128050	P22234
ENSG00000128052	P35968
ENSG00000128159	Q96RT7
ENSG00000128165	Q7Z4H4
ENSG00000128283	Q00587
ENSG00000128310	O60755
ENSG00000128322	P15814
ENSG00000128383	P31941
ENSG00000128487	Q5M775
ENSG00000128512	Q8N1I0
ENSG00000128513	Q9NUX5
ENSG00000128536	Q6ZTQ4
ENSG00000128563	Q9H875
ENSG00000128564	O15240
ENSG00000128567	O00592
ENSG00000128573	O15409
ENSG00000128578	Q9ULQ0
ENSG00000128596	Q96JN2
ENSG00000128602	Q99835
ENSG00000128610	A0PJY2
ENSG00000128654	O75431
ENSG00000128656	P15882
ENSG00000128683	Q99259
ENSG00000128709	P28356
ENSG00000128713	P31277
ENSG00000128714	P35453
ENSG00000128731	O95714
ENSG00000128815	Q6ZS81
ENSG00000128829	Q9P2K8
ENSG00000128833	Q9NQX4
ENSG00000128849	Q0VF96
ENSG00000128881	Q6IQ55
ENSG00000128891	Q9BV29
ENSG00000128908	Q9ULG1
ENSG00000128915	Q659A1
ENSG00000128923	Q8NBR6
ENSG00000128951	P33316
ENSG00000128973	Q9NWW5
ENSG00000129028	Q9P2Z0
ENSG00000129038	Q08397
ENSG00000129071	O95243
ENSG00000129084	P25786
ENSG00000129103	Q8NBJ7
ENSG00000129116	Q8WX93
ENSG00000129152	P15172
ENSG00000129195	Q9BSJ6
ENSG00000129204	P35125
ENSG00000129214	P04278
ENSG00000129226	P34810
ENSG00000129245	P51116
ENSG00000129255	O75352
ENSG00000129292	A8MW92
ENSG00000129295	Q86X45
ENSG00000129315	O60563
ENSG00000129317	Q9H0K6
ENSG00000129351	Q12906
ENSG00000129353	Q8IWA5
ENSG00000129354	Q9Y6Q5
ENSG00000129422	Q9ULD2
ENSG00000129450	Q9Y336
ENSG00000129451	O43240
ENSG00000129467	Q8NFM4
ENSG00000129484	Q9UGN5
ENSG00000129493	Q86XA9
ENSG00000129514	P55317
ENSG00000129518	Q56P03
ENSG00000129534	Q6P0N0
ENSG00000129566	Q99973
ENSG00000129646	Q9H0J4
ENSG00000129680	Q8IWC1
ENSG00000129696	Q6NXR4
ENSG00000129744	P52961
ENSG00000129757	P49918
ENSG00000129810	Q5FBB7
ENSG00000129824	P22090
ENSG00000129873	Q9Y6F7
ENSG00000129910	P55291
ENSG00000129911	Q9BXK1
ENSG00000129925	Q9HCN3
ENSG00000129933	Q9Y6X3
ENSG00000129946	P98077
ENSG00000129951	Q6T4P5
ENSG00000129993	O75081
ENSG00000130005	Q14353
ENSG00000130023	Q5T6L9
ENSG00000130024	Q8WUB8
ENSG00000130032	Q9BZD7
ENSG00000130035	Q9NY28
ENSG00000130038	Q9BSW2
ENSG00000130052	Q92502
ENSG00000130054	O75949
ENSG00000130055	Q9HCC8
ENSG00000130066	P21673
ENSG00000130119	Q9NVN8
ENSG00000130158	Q96HP0
ENSG00000130159	Q9BQ95
ENSG00000130175	P14314
ENSG00000130193	Q8WUY1
ENSG00000130202	Q92692
ENSG00000130203	P02649
ENSG00000130208	P02654
ENSG00000130224	Q5VUJ6
ENSG00000130226	P42658
ENSG00000130227	Q9UIA9
ENSG00000130244	Q17RN3
ENSG00000130254	Q14151
ENSG00000130270	O60423
ENSG00000130283	P27539
ENSG00000130287	O14594
ENSG00000130294	Q12756
ENSG00000130299	Q969Y2
ENSG00000130305	Q96P11
ENSG00000130332	Q9UK45
ENSG00000130338	Q9NRJ4
ENSG00000130340	Q9Y5X1
ENSG00000130348	Q9H0R6
ENSG00000130382	Q03111
ENSG00000130396	P55196
ENSG00000130414	O95299
ENSG00000130449	Q9HCJ5
ENSG00000130477	Q9UPW8
ENSG00000130479	Q66K74
ENSG00000130520	Q9Y4Z0
ENSG00000130522	P17535
ENSG00000130528	P23327
ENSG00000130544	Q8N988
ENSG00000130558	Q99784
ENSG00000130559	Q5T5Y3
ENSG00000130561	P10523
ENSG00000130589	Q9BYK8
ENSG00000130592	P33241
ENSG00000130595	P45378
ENSG00000130635	P20908
ENSG00000130638	Q9UBB4
ENSG00000130643	Q9NYX4
ENSG00000130656	P02008
ENSG00000130669	O96013
ENSG00000130675	P50219
ENSG00000130684	Q9Y3M9
ENSG00000130699	O00268
ENSG00000130701	Q8NC74
ENSG00000130702	O15230
ENSG00000130711	Q9H4Q4
ENSG00000130733	Q9BWQ6
ENSG00000130749	Q9UPT8
ENSG00000130758	Q02779
ENSG00000130762	Q5VV41
ENSG00000130764	Q8N1G4
ENSG00000130770	Q9UII2
ENSG00000130779	P30622
ENSG00000130783	Q6P9F0
ENSG00000130787	O75146
ENSG00000130811	O75821
ENSG00000130812	Q8NI99
ENSG00000130813	Q9NUL5
ENSG00000130816	P26358
ENSG00000130822	Q6P2M8
ENSG00000130826	O60832
ENSG00000130827	P51805
ENSG00000130829	Q99956
ENSG00000130830	Q00013
ENSG00000130856	Q9UL36
ENSG00000130876	Q9NS82
ENSG00000130881	O75074
ENSG00000130939	O95155
ENSG00000130940	Q86V15
ENSG00000130943	Q9NTG1
ENSG00000130950	A1L443
ENSG00000130956	Q5JVS0
ENSG00000131013	Q8WUA2
ENSG00000131016	Q02952
ENSG00000131018	Q8NF91
ENSG00000131019	Q9BZM4
ENSG00000131023	O95835
ENSG00000131037	Q8TE68
ENSG00000131042	Q8N423
ENSG00000131059	Q9BQP9
ENSG00000131067	Q9UJ14
ENSG00000131115	Q86WZ6
ENSG00000131116	Q96B54
ENSG00000131143	P13073
ENSG00000131149	Q14687
ENSG00000131183	Q06495
ENSG00000131188	Q8TB68
ENSG00000131233	P57773
ENSG00000131269	O75027
ENSG00000131351	Q9BT25
ENSG00000131355	Q9BY15
ENSG00000131368	P82663
ENSG00000131370	O60239
ENSG00000131374	Q92609
ENSG00000131379	Q8ND61
ENSG00000131381	Q9H1K0
ENSG00000131386	Q8N3T1
ENSG00000131398	Q14003
ENSG00000131400	O96009
ENSG00000131437	Q9Y496
ENSG00000131470	Q9P2W1
ENSG00000131477	O60895
ENSG00000131480	O75106
ENSG00000131482	P35575
ENSG00000131503	Q8IWZ3
ENSG00000131504	O60610
ENSG00000131507	Q9BT67
ENSG00000131591	Q96HA4
ENSG00000131626	Q13136
ENSG00000131650	Q8NCW0
ENSG00000131653	Q6Q0C0
ENSG00000131711	P46821
ENSG00000131724	P78552
ENSG00000131747	P11388
ENSG00000131759	P10276
ENSG00000131771	Q9UD71
ENSG00000131788	Q9Y6X2
ENSG00000131848	Q9BUG6
ENSG00000131849	P52740
ENSG00000131873	Q86X52
ENSG00000131914	Q9H9Z2
ENSG00000131931	Q9NVV9
ENSG00000132004	Q5XUX1
ENSG00000132005	P22670
ENSG00000132010	P17024
ENSG00000132017	Q66K64
ENSG00000132031	O15232
ENSG00000132109	P19474
ENSG00000132122	Q9NWH7
ENSG00000132128	Q15345
ENSG00000132141	Q92526
ENSG00000132153	Q7L2E3
ENSG00000132155	P04049
ENSG00000132182	Q8TEM1
ENSG00000132205	Q9BXX0
ENSG00000132207	Q9BQ83
ENSG00000132274	Q8IYM9
ENSG00000132275	O43159
ENSG00000132286	Q9Y5J6
ENSG00000132294	Q14156
ENSG00000132321	Q86XH1
ENSG00000132326	O15055
ENSG00000132334	P23469
ENSG00000132359	Q684P5
ENSG00000132361	O75153
ENSG00000132382	Q9BQG0
ENSG00000132386	P36955
ENSG00000132424	Q8TF01
ENSG00000132429	Q9HBV1
ENSG00000132437	P20711
ENSG00000132463	Q12849
ENSG00000132464	Q9NRM1
ENSG00000132466	O75179
ENSG00000132467	Q9NQZ2
ENSG00000132470	P16144
ENSG00000132475	P84243
ENSG00000132478	Q9C0B0
ENSG00000132481	Q96LD4
ENSG00000132510	O15054
ENSG00000132514	Q8IUN9
ENSG00000132517	Q9NWF4
ENSG00000132535	P78352
ENSG00000132549	Q7Z7G8
ENSG00000132554	Q8NE09
ENSG00000132570	Q9H0N5
ENSG00000132600	Q9NVM4
ENSG00000132612	Q9UN37
ENSG00000132613	Q765P7
ENSG00000132639	P60880
ENSG00000132640	Q9Y2F9
ENSG00000132669	Q8WYP3
ENSG00000132670	P18433
ENSG00000132680	Q7Z7F0
ENSG00000132681	Q13733
ENSG00000132688	P48681
ENSG00000132692	Q96GW7
ENSG00000132694	O15085
ENSG00000132702	Q9GZV7
ENSG00000132703	P02743
ENSG00000132716	Q5TAQ9
ENSG00000132718	Q9BT88
ENSG00000132740	P38935
ENSG00000132780	P49321
ENSG00000132792	Q8WYA6
ENSG00000132846	Q96IU2
ENSG00000132849	Q8NI35
